Table 2. Civilian labor force and unemployment by selected metropolitan area and metropolitan division, seasonally adjusted

  LAUS      State   Area FIPS                                                                                    Civilian                                      Unemployment
  Code    FIPS Code   Code                       Selected Area and Division                       Year  Month   Labor Force       Employment    Unemployment        Rate

MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2000    01     6,123,152         5,807,335       315,817           5.2
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2000    01     4,655,939         4,392,701       263,238           5.7
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2000    01     1,473,007         1,420,781        52,226           3.5
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2000    01     2,255,376         2,178,830        76,546           3.4
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2000    01     1,255,243         1,209,671        45,572           3.6
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2000    01     1,000,347           969,377        30,970           3.1
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2000    01     2,651,067         2,576,316        74,751           2.8
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2000    01       596,281           580,609        15,672           2.6
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2000    01     2,053,278         1,994,644        58,634           2.9
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2000    01     2,479,532         2,368,406       111,126           4.5
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2000    01       840,531           810,987        29,544           3.5
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2000    01     1,103,895         1,046,110        57,785           5.2
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2000    01       532,546           510,019        22,527           4.2
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2000    01     4,772,738         4,575,303       197,435           4.1
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2000    01     4,036,291         3,859,634       176,657           4.4
DV182384     18       23844         Gary, IN Met Div                                              2000    01       328,962           318,178        10,784           3.3
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2000    01       416,093           400,502        15,591           3.7
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2000    01     2,459,178         2,390,319        68,859           2.8
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2000    01     1,502,913         1,462,509        40,404           2.7
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2000    01       123,864           120,114         3,750           3.0
DV257310     25       73104         Framingham, MA NECTA Div                                      2000    01       141,874           138,434         3,440           2.4
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2000    01       121,072           117,638         3,434           2.8
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2000    01        67,420            64,249         3,171           4.7
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2000    01       150,112           145,550         4,562           3.0
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2000    01       167,136           162,575         4,561           2.7
DV257652     25       76524         Peabody, MA NECTA Div                                         2000    01       126,146           122,461         3,685           2.9
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2000    01        58,735            57,064         1,671           2.8
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2000    01     2,303,727         2,222,680        81,047           3.5
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2000    01       958,116           919,169        38,947           4.1
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2000    01     1,341,121         1,304,106        37,015           2.8
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2000    01     8,930,664         8,519,149       411,515           4.6
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2000    01     1,120,914         1,083,682        37,232           3.3
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2000    01     1,412,906         1,364,488        48,418           3.4
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2000    01     5,330,726         5,042,769       287,957           5.4
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2000    01     1,066,102         1,027,537        38,565           3.6
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2000    01     2,840,155         2,731,354       108,801           3.8
DV341580     34       15804         Camden, NJ Met Div                                            2000    01       613,944           591,767        22,177           3.6
DV423796     42       37964         Philadelphia, PA Met Div                                      2000    01     1,883,359         1,806,782        76,577           4.1
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2000    01       342,938           332,831        10,107           2.9
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2000    01     2,825,739         2,722,286       103,453           3.7
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2000    01     1,897,134         1,827,370        69,764           3.7
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2000    01       928,607           894,805        33,802           3.6
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2000    01     1,657,981         1,585,959        72,022           4.3
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2000    01     1,312,496         1,258,698        53,798           4.1
DV534510     53       45104         Tacoma, WA Met Div                                            2000    01       341,960           325,706        16,254           4.8
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2000    02     6,127,033         5,812,493       314,540           5.1
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2000    02     4,663,871         4,402,991       260,880           5.6
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2000    02     1,474,544         1,422,036        52,508           3.6
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2000    02     2,260,482         2,183,504        76,978           3.4
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2000    02     1,257,925         1,212,094        45,831           3.6
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2000    02     1,002,759           971,598        31,161           3.1
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2000    02     2,652,436         2,578,192        74,244           2.8
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2000    02       596,760           581,063        15,697           2.6
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2000    02     2,054,686         1,996,414        58,272           2.8
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2000    02     2,480,924         2,369,727       111,197           4.5
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2000    02       842,474           812,513        29,961           3.6
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2000    02     1,105,431         1,047,984        57,447           5.2
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2000    02       533,477           510,906        22,571           4.2
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2000    02     4,772,170         4,573,735       198,435           4.2
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2000    02     4,042,456         3,865,145       177,311           4.4
DV182384     18       23844         Gary, IN Met Div                                              2000    02       328,947           318,057        10,890           3.3
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2000    02       416,651           401,038        15,613           3.7
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2000    02     2,458,421         2,390,878        67,543           2.7
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2000    02     1,502,518         1,462,952        39,566           2.6
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2000    02       123,716           120,039         3,677           3.0
DV257310     25       73104         Framingham, MA NECTA Div                                      2000    02       141,885           138,500         3,385           2.4
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2000    02       120,934           117,530         3,404           2.8
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2000    02        67,377            64,236         3,141           4.7
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2000    02       150,193           145,738         4,455           3.0
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2000    02       167,153           162,562         4,591           2.7
DV257652     25       76524         Peabody, MA NECTA Div                                         2000    02       126,038           122,446         3,592           2.8
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2000    02        58,744            57,107         1,637           2.8
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2000    02     2,305,360         2,224,961        80,399           3.5
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2000    02       957,696           918,353        39,343           4.1
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2000    02     1,340,078         1,302,212        37,866           2.8
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2000    02     8,931,521         8,522,898       408,623           4.6
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2000    02     1,120,930         1,084,043        36,887           3.3
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2000    02     1,412,842         1,364,712        48,130           3.4
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2000    02     5,332,575         5,046,539       286,036           5.4
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2000    02     1,065,233         1,027,115        38,118           3.6
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2000    02     2,841,237         2,732,557       108,680           3.8
DV341580     34       15804         Camden, NJ Met Div                                            2000    02       613,206           591,411        21,795           3.6
DV423796     42       37964         Philadelphia, PA Met Div                                      2000    02     1,883,121         1,806,609        76,512           4.1
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2000    02       344,875           334,481        10,394           3.0
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2000    02     2,828,449         2,724,870       103,579           3.7
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2000    02     1,899,302         1,829,501        69,801           3.7
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2000    02       929,079           895,295        33,784           3.6
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2000    02     1,655,788         1,584,402        71,386           4.3
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2000    02     1,314,460         1,260,049        54,411           4.1
DV534510     53       45104         Tacoma, WA Met Div                                            2000    02       341,821           325,544        16,277           4.8
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2000    03     6,133,364         5,820,092       313,272           5.1
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2000    03     4,668,340         4,408,657       259,683           5.6
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2000    03     1,476,410         1,423,587        52,823           3.6
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2000    03     2,266,757         2,189,268        77,489           3.4
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2000    03     1,261,293         1,215,184        46,109           3.7
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2000    03     1,005,640           974,240        31,400           3.1
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2000    03     2,654,724         2,580,935        73,789           2.8
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2000    03       597,417           581,657        15,760           2.6
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2000    03     2,056,804         1,998,973        57,831           2.8
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2000    03     2,483,251         2,371,957       111,294           4.5
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2000    03       845,130           814,679        30,451           3.6
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2000    03     1,105,595         1,048,162        57,433           5.2
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2000    03       534,744           512,121        22,623           4.2
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2000    03     4,771,348         4,571,648       199,700           4.2
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2000    03     4,041,539         3,863,682       177,857           4.4
DV182384     18       23844         Gary, IN Met Div                                              2000    03       328,845           317,833        11,012           3.3
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2000    03       417,399           401,781        15,618           3.7
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2000    03     2,457,861         2,391,849        66,012           2.7
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2000    03     1,502,219         1,463,617        38,602           2.6
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2000    03       123,547           119,950         3,597           2.9
DV257310     25       73104         Framingham, MA NECTA Div                                      2000    03       141,924           138,605         3,319           2.3
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2000    03       120,800           117,436         3,364           2.8
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2000    03        67,332            64,228         3,104           4.6
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2000    03       150,340           146,013         4,327           2.9
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2000    03       167,212           162,597         4,615           2.8
DV257652     25       76524         Peabody, MA NECTA Div                                         2000    03       125,906           122,413         3,493           2.8
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2000    03        58,760            57,160         1,600           2.7
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2000    03     2,303,489         2,223,240        80,249           3.5
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2000    03       956,963           917,183        39,780           4.2
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2000    03     1,338,827         1,299,855        38,972           2.9
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2000    03     8,932,544         8,526,683       405,861           4.5
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2000    03     1,120,742         1,084,189        36,553           3.3
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2000    03     1,412,908         1,365,003        47,905           3.4
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2000    03     5,334,770         5,050,767       284,003           5.3
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2000    03     1,064,282         1,026,502        37,780           3.5
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2000    03     2,842,685         2,734,004       108,681           3.8
DV341580     34       15804         Camden, NJ Met Div                                            2000    03       612,449           590,983        21,466           3.5
DV423796     42       37964         Philadelphia, PA Met Div                                      2000    03     1,883,147         1,806,666        76,481           4.1
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2000    03       346,952           336,223        10,729           3.1
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2000    03     2,832,014         2,728,227       103,787           3.7
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2000    03     1,902,158         1,832,353        69,805           3.7
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2000    03       929,678           895,835        33,843           3.6
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2000    03     1,653,367         1,582,431        70,936           4.3
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2000    03     1,314,517         1,259,884        54,633           4.2
DV534510     53       45104         Tacoma, WA Met Div                                            2000    03       341,651           325,286        16,365           4.8
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2000    04     6,140,925         5,829,103       311,822           5.1
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2000    04     4,669,531         4,410,262       259,269           5.6
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2000    04     1,478,135         1,424,972        53,163           3.6
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2000    04     2,273,216         2,195,137        78,079           3.4
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2000    04     1,264,805         1,218,406        46,399           3.7
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2000    04     1,008,530           976,839        31,691           3.1
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2000    04     2,657,430         2,584,000        73,430           2.8
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2000    04       598,084           582,246        15,838           2.6
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2000    04     2,059,264         2,001,896        57,368           2.8
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2000    04     2,486,168         2,374,727       111,441           4.5
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2000    04       848,123           817,102        31,021           3.7
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2000    04     1,104,515         1,046,908        57,607           5.2
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2000    04       536,164           513,490        22,674           4.2
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2000    04     4,769,367         4,568,257       201,110           4.2
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2000    04     4,034,486         3,855,770       178,716           4.4
DV182384     18       23844         Gary, IN Met Div                                              2000    04       328,556           317,430        11,126           3.4
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2000    04       418,183           402,512        15,671           3.7
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2000    04     2,457,332         2,392,894        64,438           2.6
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2000    04     1,501,880         1,464,295        37,585           2.5
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2000    04       123,371           119,852         3,519           2.9
DV257310     25       73104         Framingham, MA NECTA Div                                      2000    04       141,978           138,728         3,250           2.3
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2000    04       120,659           117,332         3,327           2.8
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2000    04        67,282            64,221         3,061           4.5
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2000    04       150,517           146,326         4,191           2.8
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2000    04       167,279           162,651         4,628           2.8
DV257652     25       76524         Peabody, MA NECTA Div                                         2000    04       125,756           122,366         3,390           2.7
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2000    04        58,787            57,220         1,567           2.7
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2000    04     2,298,568         2,217,266        81,302           3.5
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2000    04       955,953           915,731        40,222           4.2
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2000    04     1,337,266         1,297,002        40,264           3.0
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2000    04     8,931,732         8,528,979       402,753           4.5
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2000    04     1,120,129         1,083,889        36,240           3.2
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2000    04     1,412,856         1,365,164        47,692           3.4
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2000    04     5,335,830         5,054,413       281,417           5.3
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2000    04     1,063,112         1,025,608        37,504           3.5
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2000    04     2,843,638         2,734,877       108,761           3.8
DV341580     34       15804         Camden, NJ Met Div                                            2000    04       611,579           590,413        21,166           3.5
DV423796     42       37964         Philadelphia, PA Met Div                                      2000    04     1,882,944         1,806,457        76,487           4.1
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2000    04       348,905           337,824        11,081           3.2
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2000    04     2,835,517         2,731,813       103,704           3.7
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2000    04     1,905,264         1,835,594        69,670           3.7
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2000    04       930,048           896,218        33,830           3.6
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2000    04     1,650,531         1,579,943        70,588           4.3
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2000    04     1,312,176         1,257,697        54,479           4.2
DV534510     53       45104         Tacoma, WA Met Div                                            2000    04       341,392           324,883        16,509           4.8
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2000    05     6,149,585         5,839,021       310,564           5.1
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2000    05     4,668,384         4,409,489       258,895           5.5
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2000    05     1,479,683         1,426,200        53,483           3.6
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2000    05     2,279,357         2,200,673        78,684           3.5
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2000    05     1,268,130         1,221,476        46,654           3.7
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2000    05     1,011,256           979,241        32,015           3.2
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2000    05     2,660,539         2,587,263        73,276           2.8
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2000    05       598,688           582,768        15,920           2.7
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2000    05     2,062,059         2,005,051        57,008           2.8
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2000    05     2,489,610         2,377,943       111,667           4.5
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2000    05       851,236           819,559        31,677           3.7
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2000    05     1,102,501         1,044,797        57,704           5.2
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2000    05       537,726           514,984        22,742           4.2
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2000    05     4,765,873         4,563,148       202,725           4.3
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2000    05     4,023,321         3,843,927       179,394           4.5
DV182384     18       23844         Gary, IN Met Div                                              2000    05       328,016           316,800        11,216           3.4
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2000    05       418,938           403,166        15,772           3.8
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2000    05     2,457,002         2,394,022        62,980           2.6
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2000    05     1,501,565         1,464,946        36,619           2.4
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2000    05       123,216           119,762         3,454           2.8
DV257310     25       73104         Framingham, MA NECTA Div                                      2000    05       142,055           138,871         3,184           2.2
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2000    05       120,534           117,240         3,294           2.7
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2000    05        67,250            64,230         3,020           4.5
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2000    05       150,730           146,671         4,059           2.7
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2000    05       167,361           162,742         4,619           2.8
DV257652     25       76524         Peabody, MA NECTA Div                                         2000    05       125,600           122,301         3,299           2.6
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2000    05        58,823            57,279         1,544           2.6
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2000    05     2,291,252         2,208,158        83,094           3.6
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2000    05       954,504           913,853        40,651           4.3
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2000    05     1,335,497         1,293,780        41,717           3.1
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2000    05     8,928,794         8,528,752       400,042           4.5
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2000    05     1,118,887         1,082,867        36,020           3.2
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2000    05     1,412,718         1,365,130        47,588           3.4
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2000    05     5,335,471         5,056,766       278,705           5.2
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2000    05     1,061,857         1,024,408        37,449           3.5
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2000    05     2,843,956         2,734,873       109,083           3.8
DV341580     34       15804         Camden, NJ Met Div                                            2000    05       610,749           589,756        20,993           3.4
DV423796     42       37964         Philadelphia, PA Met Div                                      2000    05     1,882,518         1,805,894        76,624           4.1
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2000    05       350,468           339,045        11,423           3.3
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2000    05     2,838,706         2,735,280       103,426           3.6
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2000    05     1,908,435         1,838,986        69,449           3.6
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2000    05       930,129           896,323        33,806           3.6
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2000    05     1,647,352         1,576,840        70,512           4.3
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2000    05     1,307,776         1,253,717        54,059           4.1
DV534510     53       45104         Tacoma, WA Met Div                                            2000    05       341,053           324,316        16,737           4.9
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2000    06     6,158,058         5,848,640       309,418           5.0
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2000    06     4,666,715         4,408,715       258,000           5.5
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2000    06     1,480,980         1,427,383        53,597           3.6
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2000    06     2,284,453         2,205,433        79,020           3.5
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2000    06     1,270,810         1,224,085        46,725           3.7
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2000    06     1,013,560           981,317        32,243           3.2
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2000    06     2,663,795         2,590,588        73,207           2.7
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2000    06       599,093           583,132        15,961           2.7
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2000    06     2,065,074         2,008,274        56,800           2.8
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2000    06     2,493,557         2,381,667       111,890           4.5
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2000    06       854,172           821,914        32,258           3.8
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2000    06     1,100,145         1,042,616        57,529           5.2
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2000    06       539,467           516,626        22,841           4.2
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2000    06     4,760,480         4,556,329       204,151           4.3
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2000    06     4,010,378         3,831,020       179,358           4.5
DV182384     18       23844         Gary, IN Met Div                                              2000    06       327,138           315,894        11,244           3.4
