Table 2. Civilian labor force and unemployment by selected metropolitan area and metropolitan division, seasonally adjusted

  LAUS      State   Area FIPS                                                                                    Civilian                                      Unemployment
  Code    FIPS Code   Code                       Selected Area and Division                       Year  Month   Labor Force       Employment    Unemployment        Rate
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2006    02       119,866           114,495         5,371           4.5
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2006    02        69,556            64,417         5,139           7.4
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2006    02       151,241           143,854         7,387           4.9
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2006    02       176,911           170,358         6,553           3.7
DV257652     25       76524         Peabody, MA NECTA Div                                         2006    02       127,692           121,297         6,395           5.0
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2006    02        62,897            59,767         3,130           5.0
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2006    02     2,181,825         2,027,514       154,311           7.1
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2006    02       898,007           823,974        74,033           8.2
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2006    02     1,281,486         1,200,850        80,636           6.3
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2006    02     9,238,802         8,795,240       443,562           4.8
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2006    02     1,181,399         1,129,556        51,843           4.4
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2006    02     1,475,807         1,416,455        59,352           4.0
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2006    02     5,495,286         5,214,481       280,805           5.1
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2006    02     1,086,355         1,034,753        51,602           4.8
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2006    02     2,949,486         2,815,235       134,251           4.6
DV341580     34       15804         Camden, NJ Met Div                                            2006    02       660,345           629,307        31,038           4.7
DV423796     42       37964         Philadelphia, PA Met Div                                      2006    02     1,933,462         1,844,603        88,859           4.6
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2006    02       355,464           341,236        14,228           4.0
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2006    02     3,034,520         2,885,199       149,321           4.9
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2006    02     2,030,998         1,929,643       101,355           5.0
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2006    02     1,003,744           955,665        48,079           4.8
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2006    02     1,766,233         1,687,088        79,145           4.5
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2006    02     1,398,874         1,337,991        60,883           4.4
DV534510     53       45104         Tacoma, WA Met Div                                            2006    02       368,410           349,456        18,954           5.1
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2006    03     6,407,788         6,116,038       291,750           4.6
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2006    03     4,821,345         4,583,466       237,879           4.9
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2006    03     1,592,948         1,538,543        54,405           3.4
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2006    03     2,146,305         2,054,809        91,496           4.3
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2006    03     1,241,163         1,185,936        55,227           4.4
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2006    03       905,147           868,882        36,265           4.0
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2006    03     2,942,097         2,852,649        89,448           3.0
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2006    03       639,636           621,715        17,921           2.8
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2006    03     2,301,849         2,230,813        71,036           3.1
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2006    03     2,718,872         2,620,947        97,925           3.6
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2006    03       961,954           932,496        29,458           3.1
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2006    03     1,151,714         1,105,857        45,857           4.0
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2006    03       608,068           586,211        21,857           3.6
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2006    03     4,752,404         4,527,376       225,028           4.7
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2006    03     3,981,002         3,794,749       186,253           4.7
DV182384     18       23844         Gary, IN Met Div                                              2006    03       332,434           314,629        17,805           5.4
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2006    03       444,256           422,882        21,374           4.8
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2006    03     2,465,483         2,355,414       110,069           4.5
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2006    03     1,487,559         1,423,541        64,018           4.3
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2006    03       124,288           117,792         6,496           5.2
DV257310     25       73104         Framingham, MA NECTA Div                                      2006    03       145,096           139,495         5,601           3.9
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2006    03       119,915           114,575         5,340           4.5
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2006    03        69,512            64,395         5,117           7.4
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2006    03       151,305           143,942         7,363           4.9
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2006    03       176,978           170,446         6,532           3.7
DV257652     25       76524         Peabody, MA NECTA Div                                         2006    03       127,718           121,321         6,397           5.0
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2006    03        62,976            59,833         3,143           5.0
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2006    03     2,179,134         2,026,040       153,094           7.0
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2006    03       896,983           823,763        73,220           8.2
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2006    03     1,280,094         1,199,833        80,261           6.3
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2006    03     9,246,309         8,805,787       440,522           4.8
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2006    03     1,182,805         1,130,843        51,962           4.4
